standard_family_id,standard_family_key
FAM-192C9D67D966,IS 19671
FAM-64B2BB79AEAC,IS 19672
FAM-7117CCA429C4,IS 19670
FAM-88678B5EF1AD,IS 4387
FAM-89BBFE0F697A,IS 6078
FAM-E9F2EFFC1E80,IS 19537
FAM-65E1BE04CEF4,IS 19708
FAM-1AD363A65658,IS 19705
FAM-75B31F0A08B2,IS 5643
FAM-B9877F74EB63,IS 13080
FAM-25568F207EDB,IS 13097
FAM-DFAE25B96443,IS 13784
FAM-416AF71455E8,IS 13403
FAM-5B1FA6E3E33D,IS 14300
FAM-BF75DC295690,IS 15465
FAM-55F08F5BA277,IS 12496
FAM-B08B8A685BF4,IS 10396
FAM-DA727E4F51BD,IS 10419
FAM-6ED6B505D856,IS 565
FAM-09D227FB55DC,IS 19515
FAM-26CC4B4D0154,IS 19589
FAM-423BA56FA4BC,IS 19588
FAM-9A01C632D21B,IS 19587
FAM-162165E7B20A,IS 19590
FAM-554A85A61B34,IS 19586
FAM-58A9E51CE27B,IS 1060
FAM-E9C57B738BB2,IS 19582
FAM-679F4E690AA0,IS 11282
FAM-D59227F9BA6C,IS 12783
FAM-C03C8FFEB51E,IS 13159
FAM-6BA775AB0648,IS 4090
FAM-5ED26E9B9517,IS 7506
FAM-C1602B08757A,IS 14795
FAM-956E0C8E4694,IS 17175
FAM-5941AD60CB5D,IS 6882
FAM-69D7B344845C,IS 19411
FAM-C473C39318FC,IS 19657
FAM-4AB54AD472C6,IS 19555
FAM-2578A49682D0,IS 19580
FAM-67486EEDF23D,IS 13218
FAM-EC2525BD4561,IS 19407
FAM-C2758D91F590,IS 15287
FAM-99161B8CEF5A,IS 14342
FAM-019B019E474F,IS 14369
FAM-1B8FEFE489EF,IS 2460
FAM-4245D289C77E,IS 2898
FAM-9CBBCD704B15,IS 16595
FAM-2528B9647EFC,IS 46001
FAM-4F3372647209,IS 19666
FAM-6BA757A6AE16,IS 16681
FAM-2AF5E06BB59B,IS 19595
FAM-7D04396F6EE1,IS 19578
FAM-71CA92D441B9,IS 16506
FAM-13547EEA8CC4,IS 19665
FAM-A1362324A609,IS 11647
FAM-293B148F105F,IS 7714
FAM-C3DCA8492FEE,IS 12986
FAM-8B832106D2E2,IS 19472
FAM-39735253FD77,IS 19599
FAM-06C5A5FA58F4,IS 19497
FAM-ACCA7DE51DAE,IS 19606
FAM-4B0952CF3E0F,IS 19558
FAM-A8279E75208F,IS 19550
FAM-C1F05FAE4672,IS 19546
FAM-34923B9A6AAD,IS 19544
FAM-6CF3A0BEDDD7,IS 19554
FAM-2AB1E7BF6EFE,IS/IEC 60118
FAM-44DE56FEA0BA,IS 12360
FAM-BA37949969F3,IS 5763
FAM-A05D09EC0455,IS 8735
FAM-8B007E1FCB5F,IS/ISO/IEC 19792
FAM-6C863C0BB5AB,IS/ISO/IEC 20540
FAM-9EEE2C6D648C,IS/ISO/IEC 22123
FAM-C1864C4F7CB8,IS 18682
FAM-19B8EC7C7280,IS 19618
FAM-CA208A1C774B,IS 18813
FAM-3C7C72487227,IS 1593
FAM-83D70A9584F0,IS 14635
FAM-03F49A9A6A9F,IS 867
FAM-2C23E91E4387,IS 2221
FAM-BEAB47C44223,IS 2530
FAM-CBE482026162,IS 4669
FAM-4940678A1FAE,IS 15133
FAM-5FD5AF98A492,IS 11557
FAM-D0F875D744BA,IS 9873
FAM-F69DF646AAF2,IS 16432
FAM-21B2FBC311D5,IS 3328
FAM-07599F119181,IS 14421
FAM-EF295A91466B,IS 19086
FAM-218A7D9750A8,IS 19087
FAM-91679DEE7476,IS 19088
FAM-7FC218B92ACD,IS 19486
FAM-481E2A657935,IS 19410
FAM-B965E6282BB0,IS 19345
FAM-938D6F223745,IS 19374
FAM-70A4DE774CF6,IS/ISO 28580
FAM-373268169F56,IS 14347
FAM-0EEF4E8DA401,IS/ISO 10303
FAM-6C6EFC588683,IS 6458
FAM-8F488CA3E83C,IS 17128
FAM-6AB58D18D36E,IS 6455
FAM-2DE1EA8F0E2D,IS 10806
FAM-6E3CB7B9C5FD,IS 8213
FAM-56ED4BC60164,IS 4447
FAM-469970B3FF4A,IS 6795
FAM-C0EB5F736EDD,IS 8356
FAM-5B611975FE51,IS 10563
FAM-C7A0E8AC958B,IS 13373
FAM-BB180C79C0BB,IS 13455
FAM-EEB20F334217,IS 14299
FAM-086A2170237E,IS 13790
FAM-0224EB423A3C,IS 548
FAM-EF2DF76A92B7,IS 633
FAM-8FE0E4AF7D9D,IS 19514
FAM-C888076ABADF,IS 7124
FAM-BEAA0481C40E,IS 6456
FAM-2C4180CC20E8,IS 4211
FAM-CE11AF9D1109,IS 12102
FAM-6DF8BF9C523A,IS 9619
FAM-0DD150D07064,IS 6118
FAM-5DDACBAC03D5,IS 17527
FAM-EF4DC559DDFF,IS 18508
FAM-A199F13803CE,ISO 24342
FAM-5B0F8500DB7B,IS 15790
FAM-41105881FE3A,IS 4215
FAM-2080212F5E69,IS 4217
FAM-CB62700F3AA2,IS 19579
FAM-B60F0B730768,IS 19661
FAM-4D2D5D594516,IS 1966
FAM-3137F822733B,IS 19601
FAM-59406CB3B347,IS 19508
FAM-16EB1CF7862D,IS 840
FAM-CC9C1C9BE0D6,IS 15205
FAM-917E3E0CFBD6,IS 14482
FAM-15884E3F7C0D,IS 15279
FAM-FC497633312F,IS 14135
FAM-92D52D7171B2,IS 5832
FAM-5374F5920D15,IS 7826
FAM-0D042DA309C3,IS 10925
FAM-05FD43A67496,IS 13062
FAM-33115860A95B,IS 19432
FAM-262506CD4797,IS 19440
FAM-4EF131BBA1A5,IS 19576
FAM-6B32CA408B4A,IS 19439
FAM-DC468994AF8F,IS 19534
FAM-D48BEA66A515,IS 19530
FAM-665101658083,IS 19608
FAM-DBE481BCA201,IS 19584
FAM-C99AA815D448,IS 1493
FAM-B83B703C5784,IS 19605
FAM-D3176ECEBAB0,IS 19604
FAM-45A07E8B3C6A,IS 19549
FAM-C4BAACA4469B,IS 19548
FAM-3D7BD4EBB022,IS 19547
FAM-2FE118F5FDFD,IS 19545
FAM-FFF84528FA31,IS 19553
FAM-4BBDA99D6B9D,IS 19552
FAM-0284D8723D2F,IS 2507
FAM-AC719C35F6EC,IS 19617
FAM-8C1E067B1819,IS 19495
FAM-891681C67D14,IS 19619
FAM-B642E12847C4,IS 19620
FAM-4821D26AB926,IS 19616
FAM-BEB550902938,IS 19506
FAM-D2DA7B339C5E,IS 19507
FAM-A01CE57E6307,IS 19421
FAM-8585F18A1671,IS 19633
FAM-E97CDE009F08,IS 19453
FAM-FCA8D788EC55,IS 19435
FAM-AF4403C77F20,IS ISO 6204
FAM-28F678D5267D,IS 19482
FAM-5A8B77D7AB74,IS 18867
FAM-ECF26AA2BAFB,IS 19503
FAM-EDEED29B9E12,IS 19504
FAM-E1002B0EF03E,IS 19491
FAM-D04C4AEEC3C3,IS 19502
FAM-E33F184F4F26,IS 19501
FAM-77F03FFCB6EE,IS 19499
FAM-A2A52E7C0C13,IS 19500
FAM-92984DE8F4FB,IS 17798
FAM-0FFF5F588644,IS 62680
FAM-C34DF0082AED,IS/ISO 55011
FAM-2FAA5CC066AC,IS/ISO 55012
FAM-682F01CE3B93,IS 63240
FAM-4575D14825EF,IS/IEC 63240
FAM-EB71A82F128F,IS 63416
FAM-B7D8E46E5827,IS/ISO/IEC 30134
FAM-A81BD88BDFE6,IS/ISO/TS 55010
FAM-4ED6E68F1820,IEC 61196
FAM-8CE1714445C6,IS/IEC 60793
FAM-75C07ACB8989,IS 1251
FAM-B6ACA840C161,IS 12004
FAM-41826855350A,IS 7516
FAM-B738EAC8CB67,IS 1551
FAM-E6EB352C98BB,IS 4395
FAM-9D44B79D7052,IS 4737
FAM-CCB7214A6981,IS 5672
FAM-21C2CD2FC730,IS 13329
FAM-D88D511C0BD9,IS 13330
FAM-1A64FE16FF15,IS 13331
FAM-833D7EDB0438,IS 13402
FAM-3645C4359104,IS 13800
FAM-76F22C21F6AC,IS 15937
FAM-8B3A93C0E719,IS 19518
FAM-92B00C51E4C6,IS 19420
FAM-7A668FCA6DC7,IS 19509
FAM-F028BCB21444,IS 1946
FAM-D1B9098A1913,IS 6911
FAM-6D797689F5F5,IS 16656
FAM-EC42E4049E18,IS 16672
FAM-7BFEA7EEFFC6,IS 2062
FAM-25ED5FDE39CE,IS 19626
FAM-16443FD0A7F5,IS 19571
FAM-0B6F7D8A42B4,IS 19569
FAM-D504515D6C58,IS 19566
FAM-2621BD6DDCEC,IS 19557
FAM-ED3840370DA2,IS 19603
FAM-3CA5B8942A33,IS 19551
FAM-3CB22EF310C1,IS 16502
FAM-6CB4CD9B32DE,IS 19598
FAM-C1F3887872DF,IS/ISO/IEC 5140
FAM-D7D63CF28971,IS 19621
FAM-B76F196BF6E5,IS 18775
FAM-14182350DEAF,IS 10467
FAM-F8CB935B2746,IS 5155
FAM-441697876233,IS 6944
FAM-E37A453B58D0,IS 16504
FAM-15C2117AD30B,IS 17521
FAM-9C31B8CC1CF6,IS 16784
FAM-E719883F270E,IS/IEC 62820
FAM-50DBAB8CB272,IS 16910
FAM-81C2FA53C1FF,IS/IEC 62851
FAM-0C377F661E81,IS 169102026
FAM-4322E00D7FA5,IS/ISO/IEC 11801
FAM-45DE9C0D65AE,IS 2264
FAM-7FABC2286528,IS 7709
FAM-9760635E8BB8,IS 8159
FAM-244952869063,IS 60118
FAM-53D6D572A0A8,IS/IEC 60318
FAM-3BBAAECB2BFA,IS 389
FAM-F57E05B2A17E,IS 9989
FAM-CD3B7B49CC0F,IS 1996
FAM-1C99C9D1F9CF,IS/IEC 60461
FAM-35F4558C09E9,IS 19479
FAM-E6E677392183,IS 18489
FAM-78726A390375,IS 8152
FAM-4D9B2BECA305,IS/ISO/IEC 14496
FAM-A5D3641545A2,IS 2254
FAM-89461CFB94B2,IS/IEC 60875
FAM-ADFE7A431E56,IS/ISO/IEC 19790
FAM-618F4A23787A,IS 19526
FAM-0D50A275E472,IS/ISO/IEC 27035
FAM-4E741E015433,IS 19541
FAM-1E6484D436E8,IS 19563
FAM-F2F7BFB2CE83,IS 19565
FAM-6C25A761D956,IS 19570
FAM-95F4DBE2820B,IS 19573
FAM-D29F5F386A9B,IS 19574
FAM-E57D812D25BD,IS 19572
FAM-643CB7184E9D,IS 9999
FAM-132724FFBE2A,IS 1943
FAM-97A09206AE66,IS 2566
FAM-1E2E77951100,IS 3667
FAM-784F9180CCED,IS 17623
FAM-6BADFB82D16F,IS 13323
FAM-41FDDB54639D,IS 18507
FAM-D42DA52C989A,IS 3082
FAM-78C9F6E21819,IS 18554
FAM-491F5FB19A7C,IS 11205
FAM-F9EE296F11BD,IS 15891
FAM-20A2F50BC8B2,IS 837
FAM-9E434CF4A224,IS 19524
FAM-FFDD431E11E0,IS 19538
FAM-22F38358A88D,ISO/SAE 21434
FAM-26B9DCB21741,IS 19577
FAM-7D69FDDECF47,IS 19625
FAM-87CD5C622D47,IS 19629
FAM-C50F293CDDBA,IS 19581
FAM-2ECD01565C48,IS 19591
FAM-94D35E70C265,IS 6690
FAM-DACBA4D779BB,IS 11380
FAM-88C0D12A3FCB,IS 5804
FAM-FB33C3F48859,IS 5302
FAM-DFC32528D5AD,IS 17936
FAM-558D9EBB8AAE,IS 10897
FAM-F7A478AF1132,IS 19470
FAM-F3188CE94FCB,IS 19460
FAM-051623FD053C,IS 6742
FAM-2AB4EDC8D58D,IS 551
FAM-6AF7241ED3CE,IS 8622
FAM-1BFF08E0EFEA,IS 15742
FAM-D164B39AADE4,IS 16111
FAM-CDC437ED90CF,IS 753
FAM-E9446877E190,IS 2028
FAM-743835A7B930,IS 2029
FAM-98BA35A65FC1,IS 1364
FAM-8ED46FAC14B5,IS 19520
FAM-38BDEC6C401F,IS 19521
FAM-7A71470F2120,IS 19393
FAM-A793413EED93,IS 5178
FAM-BC88673232ED,IS 5217
FAM-4AE4E5BCDDC1,IS 7467
FAM-00D3F4B45BAA,IS 18658
FAM-27DBCB524A62,IS 19427
FAM-0FD0851FB83C,IS 18888
FAM-75F7A9A0A897,IS 19391
FAM-0D7EE186F394,IS 19379
FAM-A8DD2DE0C75A,IS 19443
FAM-C75D997B643C,IS 19399
FAM-E5B094595E11,IS 19419
FAM-109254924FD9,IS 19475
FAM-FE3A76EE4C23,IS 19402
FAM-721AB4B7E4CA,IS 19369
FAM-8833FE8BB1C3,IS 19422
FAM-A1EFF213CE7E,IS 19417
FAM-7631E6FB6143,IS 19405
FAM-8BBC4D45A16C,IS 19481
FAM-B7FED0CFF3CE,IS 19431
FAM-47F393F55639,IS 19480
FAM-7254D4718A16,IS 19425
FAM-FC609D57D930,IS 19525
FAM-49BBD6CE9498,IS 5211
FAM-7DBF3FBFB447,IS 5212
FAM-E81852F36F37,IS 10353
FAM-739E85FEC572,IS/IEC 61746
FAM-860AE25F31D3,IS/ISO/IEC 18031
FAM-BB74549CF427,IS/IEC 62308
FAM-ECC78C7D30B1,IS 19454
FAM-919550C70262,IS 19423
FAM-718160EA0A5E,IS 19424
FAM-BF03B78DDFC8,IS 19430
FAM-642FA4A8BE37,IS 19494
FAM-251C241F5FCA,IS 19429
FAM-049014000B7F,IS 19483
FAM-6C915C036649,IS 19401
FAM-3CE611975AF6,IS 19540
FAM-B9E5C9D9006F,IS 19543
FAM-6C8D9F5B3E45,IS 19560
FAM-C1C00A65DE03,IS 19568
FAM-86501909B3CA,IS 19567
FAM-90628FBCA691,IS 19564
FAM-9F7A6C405455,IS 19523
FAM-3EB8DCCAD86C,IS 5348
FAM-56F628C5EC03,IS 19498
FAM-743BF1418678,IS 19442
FAM-AF05BB179493,IS 19485
FAM-3F0421D43B14,IS 18750
FAM-35E97584AD53,IS 10322
FAM-C06C2BCCF58C,IS 16102
FAM-C5D1B0113F99,IS 16614
FAM-38B0C4A54AF0,IS 6034
FAM-9E38D6DC5482,IS 4190
FAM-81ADE969DE55,IS 6549
FAM-740029D46E99,IS 19539
FAM-49F2B42931BE,IS 19542
FAM-FE340409BF20,IS 997
FAM-157F8F6D1E7D,IS 6500
FAM-B372E362A1BA,IS 10392
FAM-004A64C21B34,IS 10282
FAM-BFB1641ECB6A,IS 15366
FAM-06648D89EEFC,IS 12785
FAM-CBEA18A8207E,IS 9028
FAM-D7DBEAC0C742,IS 10279
FAM-DE329D054866,IS 19360
FAM-945D5C8C6823,IS 19466
FAM-6A37D49D7A4C,IS 19457
FAM-A9847611E62E,IS 10311
FAM-BB5E5827F1EE,IS 11523
FAM-8B54CD17D258,IS 12354
FAM-6BEF289D235C,IS 5815
FAM-FA81940399B4,IS 6347
FAM-8156858839C3,IS 15789
FAM-8847A8B0D020,IS 13260
FAM-9D4159A027C0,IS 2422
FAM-90FE47FB0481,IS 17267
FAM-1318759C330F,IS 19484
FAM-19C0DD2BC94D,IS 8007
FAM-C465CCF0C6E9,IS/ISO 37001
FAM-E860DF872241,IS 9839
FAM-6A8A2EAEC864,IS 17093
FAM-829D120DDC7C,IS 6498
FAM-2AAF3F696976,IS 15879
FAM-642F935F7318,IS 19406
FAM-42D225D12603,IS 1170
FAM-743A162A6BE0,IS 713
FAM-D40104FEEE6D,IS 13230
FAM-29F75A667668,IS 19455
FAM-FB558BE2DB71,IS 19474
FAM-ADBD26D40770,IS 19316
FAM-B1B040AD491B,IS 733
FAM-BB6A2F26A0C6,IS 4164
FAM-07ECD89580FC,IS 2760
FAM-7F3613EAE7A5,IS 19464
FAM-B57A474C2B4B,IS 488
FAM-FF98ED94B668,IS 9157
FAM-856EDC3A1E67,IS 11041
FAM-6BD969BF973B,Is 14661
FAM-036DEAD65BDE,IS 6481
FAM-7450034DD007,IS 6213
FAM-3917CD7EF1DF,Is 3413
FAM-40F2F7E3A8EC,IS 19434
FAM-EE5421D3BB95,IS 19396
FAM-4D09CA040819,IS 19458
FAM-9BA02EADB27E,IS 19459
FAM-FD14D4F8B508,IS 62550
FAM-4D05EC1D7F26,IS 62740
FAM-84F2DA45A2C8,IS 19450
FAM-6AC917746EE0,IS ISO 55013
FAM-51B63BEDAE29,IS 19428
FAM-C56151D3CAF1,IS 19476
FAM-3B32C1EA8D25,IS/ISO 55000
FAM-FF0EA2166DD3,IS 12266
FAM-F9E87E4CE491,IS 3181
FAM-613CB0B183CA,IS 5746
FAM-2547DCE44896,IS 1451
FAM-DBA9F8F224B8,IS 1101
FAM-D331BC6A1F22,IS 3773
FAM-71E3A614EC5B,IS 684
FAM-55DD9F7224A1,IS 19413
FAM-0EDA3618BFEF,IS 19463
FAM-8323F0194265,IS 19445
FAM-DCB572FABB1B,IS 4551
FAM-BAAA5ABB0C13,IS 8790
FAM-CD47A6BACECF,IS 5326
FAM-676A2AE23713,IS 12264
FAM-B25884F97AAD,IS 5235
FAM-347BDC7439F5,IS 5847
FAM-DD3D72456183,IS 6976
FAM-1E7E0EDA7229,IS 7055
FAM-9F2E203C2C85,IS 7105
FAM-49402BC3B5E7,IS 7106
FAM-8EC276507696,IS 7108
FAM-9B52E90D256E,IS 7107
FAM-E161D7205AA2,IS 19478
FAM-644155791F76,IS 19397
FAM-5553E19CEEEA,IS 19361
FAM-AE1DB0D5908E,IS 14724
FAM-C59CACEA0E73,IS 12758
FAM-EE1C7D01312B,IS 11623
FAM-398A3CC04D60,IS 15930
FAM-4B357C5A44D7,IS 4307
FAM-2E72AF416C6C,IS 1942
FAM-D31A3BF05CB5,IS 5065
FAM-8941E0D179DC,IS 6107
FAM-D4AB4B2DE480,IS 7060
FAM-089DFA102F50,IS 9700
FAM-B5810907AC37,IS 13334
FAM-8A4C46715FDF,IS 14542
FAM-26C5975D1D58,IS 10167
FAM-9280C7920C8D,IS 6885
FAM-609C1157B6AE,IS 10748
FAM-2A22133288C1,IS 16730
FAM-48FEE6626EB0,IS 4454
FAM-D056B8B577A0,IS 2721
FAM-383E27D5C40D,IS 19469
FAM-36E40CB01526,IS 19461
FAM-9FC83D6604ED,IS 15086
FAM-C737A84B4D92,IS/IEC 60154
FAM-AB883A67206B,IS 17520
FAM-0D0F51A7615E,IS 13925
FAM-392027510CF6,IS/IEC 62896
FAM-548C0AE07913,IS 16836
FAM-D527E163927E,IS 19493
FAM-765EEC14A463,IS/ISO 21001
FAM-39A761318244,IS 61709
FAM-C93FC74799D8,IS 61703
FAM-18BE8114C597,IS/IEC/TS 61400
FAM-51C1B3C5F5FB,IS 17153
FAM-98025EE5D4D7,IS 3626
FAM-E00A52EDBC49,IS 19404
FAM-72FD3F0DBD56,IS 19408
FAM-BD471BE03D2E,IS 19446
FAM-007BA09794B7,IS 16005
FAM-4CF6053FA862,IS 12668
FAM-3B62C03C5516,IS 4182
FAM-78E923B41E5C,IS 10773
FAM-B24641EAD8B2,IS 17613
FAM-C0E70639CE7F,IS 15369
FAM-8B9B1F1F8832,IS 3596
FAM-7F692B628338,IS 19441
FAM-F5D5271E088B,IS 6124
FAM-5C5A22AC71F4,IS 19387
FAM-6A5C60728CD7,IS 7703
FAM-ED886B38060D,IS 19388
FAM-E57DD75CF700,IS 19373
FAM-6F1F71A4FF6C,IS 19436
FAM-2A642F759C41,IS 19437
FAM-AFD68DD5778E,IS/ISO/IEC 2382
FAM-30668D03E5F6,IS/IEC 62477
FAM-53A2A0956038,IS 19327
FAM-86940DC72ED6,IS/IEC 60034
FAM-BA9A75C218E9,SP 74
FAM-8A947C2B27DD,IS 14970
FAM-EC6B1DD36FDF,IS 19416
FAM-F2A29D92F1A4,IS 19381
FAM-844A4313F43A,IS 19384
FAM-9AF2895AAB65,IS 19385
FAM-C89F9FC1030D,IS/ISO 25639
FAM-2EDE6D0DD074,IS 19418
FAM-4806FDCB62D1,IS/IEC 62429
FAM-329F95F0FD22,IS 19276
FAM-6BBBAFA3C07C,IS 19278
FAM-82A5F5840A4D,IS 19357
FAM-59DB07CE2F8C,IS 19332
FAM-9A3C87150B0B,IS 19118
FAM-71EEFCF62D50,IS 19383
FAM-EA648CC16457,IS 19400
FAM-320A6A583684,IS 14223
FAM-81B4B5091DDC,IS 19409
FAM-78D56060DBBD,IS 15559
FAM-CF41B6BCD1F7,IS 12844
FAM-2CFA49AD5874,IS 1671
FAM-71FF31604AC3,IS 7845
FAM-169977E68ADD,IS 7471
FAM-D005CC83B8CD,IS 11657
FAM-C06C62B77BB6,IS 3735
FAM-B52821267C16,IS 8540
FAM-DE0330C8312E,IS 13980
FAM-0D4DB7E1C4D3,IS 9821
FAM-81CFB6D39598,IS 3564
FAM-52C9E70836A0,IS 6315
FAM-0320A22DC061,IS 5114
FAM-2C4AC664BBA9,IS 10891
FAM-52F9C23792EB,IS 19389
FAM-C07B96F04371,IS 19390
FAM-A23DFF18CC11,IS 19392
FAM-CA392C6674A5,IS 19378
FAM-A7870027182C,IS 18651
FAM-B167BF1A7542,IS 19380
FAM-CCDFFC0707A6,IS 19414
FAM-18B42B359EC1,IS 4149
FAM-8C6807AA8955,IS 512
FAM-75AA35436779,IS 528
FAM-606671AFB431,IS 7697
FAM-2B78281363E8,IS 629
FAM-7B99333A42D0,IS 9760
FAM-9F449187D6A1,IS 16180
FAM-75284CDC9A73,IS 16439
FAM-C8CE6FDBB39E,IS 15178
FAM-8F663B9FDDA5,IS 4644
FAM-55C2B670B422,IS 55
FAM-EC4108C05034,IS 56
FAM-8D2EE84B5C82,IS 14976
FAM-90A4E380159B,IS 62402
FAM-9BEA885FA8AC,IS/IEC 61744
FAM-786ABED66D49,IS/IEC 61649
FAM-5F0CE2834B9C,IS 19309
FAM-6CD20EED3833,IS 19366
FAM-0DDA834ACBF2,IS 1875
FAM-F4C88899A1E2,IS 9825
FAM-0B0CC5ACC7FD,IS 13841
FAM-2664ED0AE1E5,IS 15132
FAM-BF1567DBE905,IS 7359
FAM-45759F65772D,IS 7360
FAM-24025AA200BE,IS 7643
FAM-8253B1B6515C,IS 8398
FAM-3EDE6B599BE9,IS 2297
FAM-F57EFD663595,IS 4543
FAM-9B205657898D,IS 19370
FAM-0101068F8A6D,IS 19377
FAM-74604339F8F7,IS 1470
FAM-0CE3ED10F32F,IS 1213
FAM-56599531689D,IS 12933
FAM-3CCBC2D8FE62,IS 2800
FAM-8D6742728150,IS 6149
FAM-0A8F7B7ABFA0,IS 3562
FAM-FEE2CA64C260,IS 8111
FAM-31650820B610,IS 2960
FAM-41D0086CFD60,IS 19386
FAM-D8139159C13E,IS 19394
FAM-0470818548E7,IS 19395
FAM-54D8AF75670A,IS 19398
FAM-C0399603F7BD,IS 19403
FAM-B3FC50ABAC25,IS 19365
FAM-D4EEAF9C475D,IS 19415
FAM-5DCBF8924538,IS/ISO/IEC 27561
FAM-D9F131678194,IS/ISO/IEC 27033
FAM-F2A2B5306D1F,IS/ISO/IEC 27403
FAM-0927CD0F2CC3,IS/ISO/IEC 27019
FAM-AF7BC0D3ACD2,IS 19412
FAM-F1BC85A1FADA,IS 16335
FAM-DF26A1C4A457,IS/IEC 60958
FAM-48245A113FCB,IS/IEC TS 61400
FAM-756F020AFC42,IS 15768
FAM-D3557E72C7F5,IS 15041
FAM-FEF124978594,IS/ISO 55001
FAM-22248286344C,SP 72
FAM-712FC1453EBB,IS 19351
FAM-91F38E9EA9D1,IS 19367
FAM-04B071C18738,IS 6693
FAM-D7BC7354AAB7,IS 7587
FAM-C768406F48B7,IS 15961
FAM-DC4FFE0E1BE3,IS 8813
FAM-8D463BE7CC05,IS 19343
FAM-A0F59406187E,IS 19372
FAM-BD7B8BF1BD88,IS/ISO/IEC 19795
FAM-CA6193789824,IS/IEC 60269
FAM-FB3B01852768,IS 3025
FAM-6E4438ADF59F,IS 8814
FAM-84B7107B2BFB,IS 17964
FAM-A3E5FD23F3EE,IS 19340
FAM-7031D0691D1E,IS 19341
FAM-64A75A9EC4A1,IS 19382
FAM-E0BED563F2F1,IS 19227
FAM-3A5A969DA92F,IS 10921
FAM-8F2A51237CA9,IS 2932
FAM-F6D9BF2A289F,IS 3134
FAM-707DF81CABFE,IS 1531
FAM-37CCDE846080,IS 18349
FAM-07F936A3503B,IS 19333
FAM-52451E806E7D,IS 19338
FAM-78816F1727F0,IS 19342
FAM-70089739F9D2,IS 19353
FAM-168F22763A5A,IS 19352
FAM-4D22B5537E42,IS 19200
FAM-129882D6352E,IS 7885
FAM-0F1BA21A20D0,IS 8312
FAM-D4E175AD7FAA,IS 17568
FAM-04D9F1542EE8,IS 19364
FAM-DC77DBBEA173,IS 19228
FAM-A8A6FE2271EE,IS 1670
FAM-68B6D931E5F4,IS/ISO 6779
FAM-4255005C71EB,IS 17259
FAM-72C3B5C16BE4,IS 19362
FAM-516CFF247F3D,IS 18881
FAM-B481447CA8FD,IS 19324
FAM-E338E49B8DC7,IS 19344
FAM-29AE470B37CC,IS 19350
FAM-17C0B3ECD3D2,IS 19355
FAM-62A3E7DA1026,IS 19368
FAM-26D943A7DCAE,IS 19371
FAM-5BB250E0DDE7,IS 18594
FAM-B15B11DE7E35,IS 16491
FAM-4422B10B8CBA,IS 14349
FAM-7552A8BA8EF5,IS 18250
FAM-AC37A3352D98,IS 19267
FAM-C6B9C1B8FD6F,IS 1077
FAM-66F608EC837C,IS 5504
FAM-CC1AD5380DB7,IS 8502
FAM-A3CB8523D62C,IS 16630
FAM-1BBC4CBB0FB0,IS 19363
FAM-5AA891BC39B1,IS/ISO/TS 14074
FAM-78EFACC4BD20,IS 19325
FAM-6E07ED1018F7,IS 19334
FAM-ACB4A9C7F43C,IS 19354
FAM-732F98CD8D6C,IS 1061
FAM-9C8D35DADB3B,IS 19356
FAM-55717C1976BC,IS 19253
FAM-72E9C05803C5,IS 19174
FAM-A263642690F8,IS 15398
FAM-0118EB29B750,IS 12660
FAM-E2BB05541FAC,IS 19358
FAM-F9854B16C696,IS/IEC 60691
FAM-41F6260C9966,IS 6273
FAM-F737BEEF58A5,IS 7529
FAM-570FD45EFE93,IS 8077
FAM-8D8994ED0A50,IS 624
FAM-D42B4654E6FC,IS 9568
FAM-6F37825E083B,IS 4459
FAM-76CC901C5E4D,IS 1552
FAM-D9D551A57402,IS 14439
FAM-0D065173EFDE,SP 4
FAM-C2C8D67500D1,IS 7180
FAM-D2678572762C,IS 4360
FAM-6EAD04D0BE43,IS 10179
FAM-038474D089A6,IS 18006
FAM-0550A126FEED,IS 16087
FAM-DE33CAA05A8E,IS 1447
FAM-CBD6B01809CA,IS 3097
FAM-990A1D6ACDD9,IS 3400
FAM-79D303318E28,IS 4707
FAM-FADA99B458A2,IS 11312
FAM-B2C0C0FD77EC,IS 12406
FAM-28C80AAABDA2,IS/ISO 12509
FAM-6BE510056DDD,IS 12823
FAM-C1C1EF4F742D,IS 14587
FAM-286D97BD6257,IS 18480
FAM-74944AD6FA6D,IS 19139
FAM-A85E72EA9C6B,IS 3087
FAM-25E040F233BD,IS 1057
FAM-39B1AB5559D8,IS 4682
FAM-751FAA6AA9B6,IS 7456
FAM-9DA31308F39D,IS/ISO 10218
FAM-0E69E47500FF,IS 12392
FAM-7F65CCE53039,IS 14492
FAM-0149C3A50E72,IS 14458
FAM-065233AD8485,IS 19110
FAM-0ABFEF931C3B,IS 19339
FAM-3718CFF3E88A,IS 6211
FAM-58AF2E5A4EC5,IS 7063
FAM-87AD3EB212DD,IS 19247
FAM-E67DE2171006,IS 19323
FAM-53EAA910C93E,IS 19326
FAM-76867D03C25A,IS 19328
FAM-31761293A063,IS 19331
FAM-9F7F82D3C7F0,IS 19335
FAM-66F455507EA2,IS 19336
FAM-B0FCA19D0A2C,IS 19337
FAM-C06C34B9D877,IS 19347
FAM-7F993F2B7C3B,IS 19349
FAM-DA50A6D01BEE,IS/ISO/IEC/TR 24030
FAM-82B8FD050D07,IS/IEC/TS 60034
FAM-5EB091AD5997,IS 19320
FAM-86954661A530,IS 19346
FAM-746A4B158F4C,IS/ISO/IEC 20013
