standard_id,source_record_id,standard_number,standard_number_raw,publication_prefix,base_standard_number,part,section,publication_year,suffix,standard_family_key,identifier_parse_status,title,title_raw,title_normalized,publication_date,date_of_publish_raw,type_of_standard,degree_of_equivalence,inventory_status,current_status,scope,department,committee,sector,product_category,validation_status,source,source_type,source_file,source_sheet,source_row_number,source_url,source_date,retrieval_date,last_verified,record_type,synthetic_flag,issue_type
MSV1-6DE9D8CDE14A57B4,XLSX-PUBLISHED-11920,IS 14836 (Part 3):2018,IS 14836 (Part 3):2018,IS,14836,3,,2018,,IS 14836,PARSED_CONSERVATIVELY,Codes for the representation of namesof countries and their subdivisions: Part 3 code for formerly used names of countries,Codes for the representation of namesof countries and their subdivisions: Part 3 code for formerly used names of countries,codes for the representation of namesof countries and their subdivisions part 3 code for formerly used names of countries,2018-09-30,30 Sep 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11920,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8C71F71574D2DED0,XLSX-PUBLISHED-11965,IS/ISO 16671:2015,IS/ISO 16671:2015,IS/ISO,16671,,,2015,,IS/ISO 16671,PARSED_CONSERVATIVELY,Ophthalmic implants - Irrigating solutions for ophthalmic surgery,Ophthalmic implants - Irrigating solutions for ophthalmic surgery,ophthalmic implants irrigating solutions for ophthalmic surgery,2018-09-30,30 Sep 2018,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11965,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-19C4649763F12E79,XLSX-PUBLISHED-12210,IS 16789:2018,IS 16789:2018,IS,16789,,,2018,,IS 16789,PARSED_CONSERVATIVELY,Information and documentation - Digital records conversion and migration process,Information and documentation - Digital records conversion and migration process,information and documentation digital records conversion and migration process,2018-07-31,31 Jul 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12210,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-EC9918713E6C04F4,XLSX-PUBLISHED-12225,IS 16727:2018,IS 16727:2018,IS,16727,,,2018,,IS 16727,PARSED_CONSERVATIVELY,Tools for Pressing — Sliding Plates,Tools for Pressing — Sliding Plates,tools for pressing sliding plates,2018-07-31,31 Jul 2018,Dimensions,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12225,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-B593C6DE383F1BDE,XLSX-PUBLISHED-12505,IS 1448 (Part 157):2018,IS 1448 (Part 157):2018,IS,1448,157,,2018,,IS 1448,PARSED_CONSERVATIVELY,Methods of test for petroleum and its products [ p : 157 ] rust protections by metal preservatives in the humidity cabinet,Methods of test for petroleum and its products [ p : 157 ] rust protections by metal preservatives in the humidity cabinet,methods of test for petroleum and its products p 157 rust protections by metal preservatives in the humidity cabinet,2018-05-31,31 May 2018,Methods of Tests,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12505,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-0F71B6F49FE7A4E2,XLSX-PUBLISHED-12509,IS 16762:2018,IS 16762:2018,IS,16762,,,2018,,IS 16762,PARSED_CONSERVATIVELY,Skis - Vocabulary,Skis - Vocabulary,skis vocabulary,2018-05-31,31 May 2018,Terminology,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12509,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-7AE52CD0711A532C,XLSX-PUBLISHED-12820,IS/ISO 15883 (Part 1):2006,IS/ISO 15883 (Part 1):2006,IS/ISO,15883,1,,2006,,IS/ISO 15883,PARSED_CONSERVATIVELY,"Washer - Disinfectors: Part 1 general requirements, terms and definitions and tests","Washer - Disinfectors: Part 1 general requirements, terms and definitions and tests",washer disinfectors part 1 general requirements terms and definitions and tests,2018-01-31,31 Jan 2018,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12820,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-38FEB4AAC4A0C2F7,XLSX-PUBLISHED-12829,IS 16602 (Part 1):2018,IS 16602 (Part 1):2018,IS,16602,1,,2018,,IS 16602,PARSED_CONSERVATIVELY,Information and documentation - RFID in libraries: Part 1 data elements and general guidelines for implementation,Information and documentation - RFID in libraries: Part 1 data elements and general guidelines for implementation,information and documentation rfid in libraries part 1 data elements and general guidelines for implementation,2018-01-31,31 Jan 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12829,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D83F79B3AAD550FF,XLSX-PUBLISHED-12897,IS 16602 (Part 3):2017,IS 16602 (Part 3):2017,IS,16602,3,,2017,,IS 16602,PARSED_CONSERVATIVELY,Information & Documentation- RFID in Libraries Part 3 Fixed Lenth Encoding,Information & Documentation- RFID in Libraries Part 3 Fixed Lenth Encoding,information documentation rfid in libraries part 3 fixed lenth encoding,2017-12-31,31 Dec 2017,Safety Standard,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,12897,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-82B3520398EB826E,XLSX-PUBLISHED-13134,IS/ISO 2162 (Part 2):1993,IS/ISO 2162 (Part 2):1993,IS/ISO,2162,2,,1993,,IS/ISO 2162,PARSED_CONSERVATIVELY,Technical product documentation - Springs: Part 2 presentation of data for cylindrical helical compression springs,Technical product documentation - Springs: Part 2 presentation of data for cylindrical helical compression springs,technical product documentation springs part 2 presentation of data for cylindrical helical compression springs,2017-04-30,30 Apr 2017,Code of Practice,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13134,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-46AB05A57D5246C7,XLSX-PUBLISHED-13190,IS 10735:2017,IS 10735:2017,IS,10735,,,2017,,IS 10735,PARSED_CONSERVATIVELY,Information technology - Data communication - 15 - Pole DTE/DCE interface connector and contact number assignments (First Revision),Information technology - Data communication - 15 - Pole DTE/DCE interface connector and contact number assignments (First Revision),information technology data communication 15 pole dte dce interface connector and contact number assignments first revision,2017-01-31,31 Jan 2017,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13190,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-65644F2988E1370E,XLSX-PUBLISHED-13191,IS 10737:2017,IS 10737:2017,IS,10737,,,2017,,IS 10737,PARSED_CONSERVATIVELY,Information technology - Data communication - 15 - Pole DTE/DCE interface connector and contact number assignments (First Revision),Information technology - Data communication - 15 - Pole DTE/DCE interface connector and contact number assignments (First Revision),information technology data communication 15 pole dte dce interface connector and contact number assignments first revision,2017-01-31,31 Jan 2017,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13191,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-42A6859754008072,XLSX-PUBLISHED-13410,IS 3961 (Part 6):2016,IS 3961 (Part 6):2016,IS,3961,6,,2016,,IS 3961,PARSED_CONSERVATIVELY,Recommended Current Ratings for Cables Part 6 Crosslinked Polyethylene Insulated PVC Sheathed Cables,Recommended Current Ratings for Cables Part 6 Crosslinked Polyethylene Insulated PVC Sheathed Cables,recommended current ratings for cables part 6 crosslinked polyethylene insulated pvc sheathed cables,2016-02-28,28 Feb 2016,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13410,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-DDFB121518097418,XLSX-PUBLISHED-13440,IS 1448 (Part 97):2015,IS 1448 (Part 97):2015,IS,1448,97,,2015,,IS 1448,PARSED_CONSERVATIVELY,Methods of test for petroleum and its products [p : 97] determination of thermal oxidation stability of gas turbine fuels - Jftot method (First Revision),Methods of test for petroleum and its products [p : 97] determination of thermal oxidation stability of gas turbine fuels - Jftot method (First Revision),methods of test for petroleum and its products p 97 determination of thermal oxidation stability of gas turbine fuels jftot method first revision,2015-12-31,31 Dec 2015,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13440,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-FCFA66DD4A22EC9F,XLSX-PUBLISHED-13832,IS/ISO 5364:2008,IS/ISO 5364:2008,IS/ISO,5364,,,2008,,IS/ISO 5364,PARSED_CONSERVATIVELY,Anaesthetic and respiratory equipment - Oropharyngeal airways,Anaesthetic and respiratory equipment - Oropharyngeal airways,anaesthetic and respiratory equipment oropharyngeal airways,2014-04-30,30 Apr 2014,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13832,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-2A0B5E10C3C9F83B,XLSX-PUBLISHED-13871,IS/ISO 14051:2011,IS/ISO 14051:2011,IS/ISO,14051,,,2011,,IS/ISO 14051,PARSED_CONSERVATIVELY,Environmental management - Life cycle assessment - Requirements and guidelines,Environmental management - Life cycle assessment - Requirements and guidelines,environmental management life cycle assessment requirements and guidelines,2014-02-28,28 Feb 2014,System Standard,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13871,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-F0A643BA05C9F745,XLSX-PUBLISHED-13894,IS 16130:2014,IS 16130:2014,IS,16130,,,2014,,IS 16130,PARSED_CONSERVATIVELY,"Thermoplastics Materials for Pipes and Fittings for Pressure Applications - Classification, Designation and Design Coefficient","Thermoplastics Materials for Pipes and Fittings for Pressure Applications - Classification, Designation and Design Coefficient",thermoplastics materials for pipes and fittings for pressure applications classification designation and design coefficient,2014-01-31,31 Jan 2014,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13894,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-CAA06581E08C5289,XLSX-PUBLISHED-13902,IS 16140:2014,IS 16140:2014,IS,16140,,,2014,,IS 16140,PARSED_CONSERVATIVELY,"Thermoplastics materials for pipes and fittings for pressure applications - Classification, designation and design coefficient","Thermoplastics materials for pipes and fittings for pressure applications - Classification, designation and design coefficient",thermoplastics materials for pipes and fittings for pressure applications classification designation and design coefficient,2014-01-31,31 Jan 2014,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,13902,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-9E447F0725EA82B7,XLSX-PUBLISHED-14402,IS 949:2012,IS 949:2012,IS,949,,,2012,,IS 949,PARSED_CONSERVATIVELY,Specification for snatch block for use with fibre rope for fire brigade use (First Revision),Specification for snatch block for use with fibre rope for fire brigade use (First Revision),specification for snatch block for use with fibre rope for fire brigade use first revision,2012-03-31,31 Mar 2012,Others,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,14402,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-990DA2827C9C9F38,XLSX-PUBLISHED-14658,IS/ISO 14044:2006,IS/ISO 14044:2006,IS/ISO,14044,,,2006,,IS/ISO 14044,PARSED_CONSERVATIVELY,Environmental management — Life cycle assessment — Requirements and guidelines,Environmental management — Life cycle assessment — Requirements and guidelines,environmental management life cycle assessment requirements and guidelines,2009-09-30,30 Sep 2009,System Standard,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,14658,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A8CACCD5EB7D5845,XLSX-PUBLISHED-14920,IS 15641 (Part 3):2007,IS 15641 (Part 3):2007,IS,15641,3,,2007,,IS 15641,PARSED_CONSERVATIVELY,Natural gas - Determination of water by karl fischer method: Part 3 coulometric procedure,Natural gas - Determination of water by karl fischer method: Part 3 coulometric procedure,natural gas determination of water by karl fischer method part 3 coulometric procedure,2007-08-31,31 Aug 2007,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,14920,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-0109C0FE3D20FC28,XLSX-PUBLISHED-15094,IS 15665:2006,IS 15665:2006,IS,15665,,,2006,,IS 15665,PARSED_CONSERVATIVELY,Gas turbines - Vocabulary,Gas turbines - Vocabulary,gas turbines vocabulary,2006-04-30,30 Apr 2006,Terminology,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,15094,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-9879724F4B7D2FC9,XLSX-PUBLISHED-15499,IS 15429:2004,IS 15429:2004,IS,15429,,,2004,,IS 15429,PARSED_CONSERVATIVELY,"Storage, installation and maintenance of DC motors - Code of practice","Storage, installation and maintenance of DC motors - Code of practice",storage installation and maintenance of dc motors code of practice,2004-06-30,30 Jun 2004,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,15499,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-16BFB9D98EE3CEBB,XLSX-PUBLISHED-16353,IS 14751:1999,IS 14751:1999,IS,14751,,,1999,,IS 14751,PARSED_CONSERVATIVELY,Gas turbines - Vocabulary,Gas turbines - Vocabulary,gas turbines vocabulary,1999-12-31,31 Dec 1999,Terminology,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,16353,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-CA23E5EB1BE6CA22,XLSX-PUBLISHED-16394,IS 10716 (Part 2):1999,IS 10716 (Part 2):1999,IS,10716,2,,1999,,IS 10716,PARSED_CONSERVATIVELY,Technical product documentation -- Springs: Part 2 Presentation of data for cylindrical helical compression springs,Technical product documentation -- Springs: Part 2 Presentation of data for cylindrical helical compression springs,technical product documentation springs part 2 presentation of data for cylindrical helical compression springs,1999-08-31,31 Aug 1999,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,16394,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-CC3B8CB7480BE74A,XLSX-PUBLISHED-16544,IS 14621:1998,IS 14621:1998,IS,14621,,,1998,,IS 14621,PARSED_CONSERVATIVELY,Determination of dielectric constant of wood under microwave frequencies - Method of test,Determination of dielectric constant of wood under microwave frequencies - Method of test,determination of dielectric constant of wood under microwave frequencies method of test,1998-11-30,30 Nov 1998,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,16544,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-91F6FE0A5E6FE198,XLSX-PUBLISHED-16659,IS 14478:1997,IS 14478:1997,IS,14478,,,1997,,IS 14478,PARSED_CONSERVATIVELY,"Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification","Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification",plain bearings thick walled bushes plain and flange type full round without any joint or slit specification,1997-12-31,31 Dec 1997,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,16659,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-69377FFAE68877A6,XLSX-PUBLISHED-16891,IS 13980:1995,IS 13980:1995,IS,13980,,,1995,,IS 13980,PARSED_CONSERVATIVELY,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,acceptance tests on industrial boilers code of practice,1995-12-31,31 Dec 1995,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,16891,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
